Company ID,Company Name,Pipeline Step,URL,Extra Info
23,HYCO4 - JSC,Search (tier1_coarse),https://hoozing.com/en/for-rent/search?project=b5cc42a6-b4d9-4a0a-a4ce-6c692c8b2559,Rent Properties in Ho Chi Minh City - Hoozing
23,HYCO4 - JSC,Search (tier1_coarse),https://www.sec.gov/Archives/edgar/data/1070154/000114420419025635/0001144204-19-025635.txt,0001144204-19-025635.txt - SEC.gov
23,HYCO4 - JSC,Search (tier1_coarse),https://rentoplan.com/en/property/23053,Apartment for sale in The Hyco4 Tower Binh Thanh Ho Chi Minh ...
23,HYCO4 - JSC,Search (tier1_coarse),https://www.pbl.nl/sites/default/files/downloads/pbl-2022-decarbonisation-of-the-industry-cluster-botlek-pernis-rotterdam-4946.pdf,[PDF] Decarbonisation of the Industry cluster Botlek/Pernis Rotterdam
23,HYCO4 - JSC,Filtered Link,https://www.facebook.com/hyco4building/?locale=ro_RO,Score: 10.0
23,HYCO4 - JSC,Filtered Link,https://fuelcellsworks.com/2025/11/14/green-technology/rotterdam-hyco4-co-capture-project-reaches-milestone-as-modules-arrive-on-site,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://jobs.workinthehague.nl/companies/air-products-and-chemicals/jobs/45031387-operations-technician-hyco-4,Score: 45.0
23,HYCO4 - JSC,Filtered Link,https://www.dcmr.nl/voor-bedrijven/bedrijven/air-products-hyco4,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://www.heyiele.com/cooperation/,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://www.linkedin.com/posts/catalyze-group_innovation-fund-2025-activity-7392570440554278913-D0HR,Score: 10.0
23,HYCO4 - JSC,Filtered Link,https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/37902-tc.pdf,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://vanphongsg.com/van-phong-cho-thue/the-hyco4-tower-944.html,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://finance.vietstock.vn/TL4-hydraulics-contruction-corporation-no-4-joint-stock-company.htm?tab=BCTN&languageid=2,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://www.h2-view.com/story/air-products-adds-liquefaction-to-port-of-rotterdam-grey-hydrogen-plant/2138905.article/,Score: 55.0
23,HYCO4 - JSC,Filtered Link,https://h2eg.com/h2-view-news-air-products-adds-liquefaction-to-port-of-rotterdam-grey-hydrogen-plant/,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://seekingalpha.com/article/4849296-air-products-and-chemicals-inc-apd-presents-at-citigroup-2025-basic-materials-conference,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://dutramex.nl/nl/referenties/hyco4/,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://investvietnam.vn/fujinami-construction-consultant-co-ltd-pn642.html,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://hoozing.com/en/for-rent/search?project=b5cc42a6-b4d9-4a0a-a4ce-6c692c8b2559,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://www.sec.gov/Archives/edgar/data/1070154/000114420419025635/0001144204-19-025635.txt,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://rentoplan.com/en/property/23053,Score: 40.0
23,HYCO4 - JSC,Filtered Link,https://www.pbl.nl/sites/default/files/downloads/pbl-2022-decarbonisation-of-the-industry-cluster-botlek-pernis-rotterdam-4946.pdf,Score: 40.0
